corrected_wavenumber,filtered_fundamental_signal,unwrapped_phase_rad,fitted_phase_rad,phase_residual_rad
3370.979993485643,-0.8119943059634579,2.9064326583911573,2.7846167852998143,0.12181587309134301
3372.26708477818,-0.8142720638615447,2.918580795729917,2.7966782333923774,0.1219025623375396
3373.5541760707174,-0.8164295309185852,2.930727745548977,2.808739681484944,0.12198806406403273
3374.841267363255,-0.8184664347684338,2.9428735107442083,2.8208011295775144,0.12207238116669394
3376.1283586557925,-0.8203825207253349,2.9550180942331417,2.8328625776700775,0.12215551656306411
3377.4154499483298,-0.8221775518047985,2.967161498954907,2.8449240257626442,0.12223747319226286
3378.702541240867,-0.8238513087419411,2.9793037278701644,2.8569854738552074,0.122318254014957
3379.989632533405,-0.8254035900072968,2.991444783961039,2.8690469219477777,0.12239786201326153
3381.276723825942,-0.8268342118200982,3.0035846702310542,2.881108370040341,0.12247630019071343
3382.5638151184794,-0.8281430081590345,3.0157233897050633,2.8931698181329075,0.12255357157215574
3383.8509064110167,-0.8293298307704848,3.0278609454291816,2.9052312662254707,0.12262967920371093
3385.1379977035544,-0.8303945491742342,3.039997340470717,2.917292714318041,0.12270462615267608
3386.4250889960917,-0.831337050666673,3.0521325779180986,2.929354162410604,0.12277841550749446
3387.712180288629,-0.832157240321488,3.06426666088081,2.941415610503171,0.12285105037763921
3388.9992715811663,-0.8328550409878435,3.0763995924893157,2.953477058595734,0.12292253389358176
3390.286362873704,-0.8334303932860648,3.0885313758949886,2.965538506688304,0.1229928692066844
3391.5734541662414,-0.8338832556008232,3.10066201427004,2.9775999547808674,0.1230620594891727
3392.8605454587787,-0.8342136040718287,3.1127915108074444,2.989661402873434,0.12313010793401036
3394.147636751316,-0.8344214325820412,3.1249198687208675,3.0017228509659972,0.12319701775487024
3395.4347280438537,-0.8345067527434,3.1370470912445914,3.0137842990585675,0.12326279218602387
3396.721819336391,-0.834469593880082,3.1491731816334383,3.025845747151134,0.1233274344823041
3398.0089106289283,-0.8343100030092931,3.161298143162696,3.0379071952436973,0.12339094791899852
3399.2960019214656,-0.834028044819602,3.173421979128042,3.049968643336264,0.12345333579177797
3400.5830932140034,-0.8336238016468237,3.1855446928454647,3.0620300914288308,0.12351460141663395
3401.8701845065407,-0.8330973734474546,3.197666287651188,3.0740915395213975,0.12357474812979063
3403.157275799078,-0.8324488777696791,3.2097867669015923,3.0861529876139606,0.12363377928763164
3404.4443670916153,-0.8316784497219426,3.2219061339731345,3.0982144357065273,0.1236916982666072
3405.731458384153,-0.8307862419391099,3.2340243922622687,3.110275883799094,0.12374850846317464
3407.0185496766903,-0.8297724245462116,3.2461415451853672,3.1223373318916607,0.1238042132937065
3408.3056409692276,-0.8286371851197915,3.258257596178639,3.134398779984224,0.12385881619441497
3409.592732261765,-0.8273807286468614,3.270372548698048,3.1464602280767906,0.12391232062125734
3410.8798235543027,-0.8260032774814757,3.2824864062192294,3.158521676169361,0.12396473004986852
3412.16691484684,-0.8245050712989349,3.294599172237412,3.170583124261924,0.12401604797548815
3413.4540061393773,-0.8228863670476273,3.3067108502673284,3.182644572354487,0.1240662779128412
3414.7410974319146,-0.8211474388985216,3.3188214438431336,3.194706020447054,0.12411542339607973
3416.0281887244523,-0.8192885781923206,3.330930956518321,3.206767468539624,0.12416348797869681
3417.3152800169896,-0.8173100933842854,3.343039391865638,3.218828916632191,0.12421047523344697
3418.602371309527,-0.815212309986744,3.355146753476996,3.2308903647247504,0.12425638875224543
3419.889462602064,-0.8129955705092965,3.3672530449633875,3.242951812817317,0.12430123214607036
3421.176553894602,-0.810660234396725,3.379358269954797,3.255013260909884,0.12434500904491319
3422.4636451871393,-0.8082066779646262,3.3914624321001137,3.2670747090024506,0.1243877230976631
3423.7507364796766,-0.805635294332774,3.4035655350670417,3.2791361570950173,0.12442937797202447
3425.037827772214,-0.8029464933562286,3.4156675825420146,3.291197605187584,0.12446997735443066
3426.3249190647516,-0.8001407015542027,3.4277685782300997,3.3032590532801507,0.12450952494994905
3427.612010357289,-0.7972183620366997,3.439868525854915,3.3153205013727174,0.12454802448219748
3428.899101649826,-0.7941799344289402,3.451967429158528,3.327381949465277,0.12458547969325107
3430.1861929423635,-0.7910258947935827,3.4640652919013766,3.3394433975578437,0.12462189434353288
3431.4732842349013,-0.7877567355507595,3.4761621178621653,3.3515048456504175,0.12465727221174783
3432.7603755274386,-0.7843729653959434,3.48825791083778,3.363566293742977,0.1246916170948027
3434.047466819976,-0.7808751092156518,3.5003526746431906,3.375627741835544,0.12472493280764674
3435.334558112513,-0.7772637080010123,3.5124464131113573,3.3876891899281105,0.12475722318324678
3436.621649405051,-0.7735393187591966,3.5245391300931384,3.3997506380206772,0.12478849207246112
3437.908740697588,-0.7697025144227473,3.5366308294571907,3.411812086113244,0.12481874334394671
3439.1958319901255,-0.7657538837568026,3.548721515089877,3.4238735342058106,0.12484798088406635
3440.482923282663,-0.7616940312642434,3.560811190895168,3.4359349822983702,0.1248762085967976
3441.7700145752005,-0.7575235770887757,3.5728998607945446,3.447996430390944,0.12490343040360052
3443.057105867738,-0.7532431569159619,3.584987528726902,3.4600578784835037,0.12492965024339853
3444.344197160275,-0.7488534218722227,3.59707419864845,3.4721193265760704,0.12495487207237943
3445.6312884528124,-0.7443550384218232,3.6091598745326117,3.484180774668637,0.1249790998639746
3446.91837974535,-0.7397486882618588,3.6212445603699295,3.4962422227612038,0.1250023376087257
3448.2054710378875,-0.735035068215263,3.633328260167959,3.5083036708537705,0.12502458931418836
