wavenumber_cm1,reflectance_raw,reflectance_cleaned,reflectance_smoothed,baseline,detrended,envelope,normalized,is_hampel_outlier,in_primary_modeling_range
421.37,84.85559937,84.85559937,84.82584410426827,65.25175857764322,19.574085526625055,19.97419393854682,0.780175890037005,0,0
421.8521,84.8502908,84.8502908,84.79009433242126,65.23194820162429,19.55814613079697,19.74952264192565,0.7884160663862767,0,0
422.3342,84.86562339,84.86562339,84.75106503003485,65.21214514656211,19.538919883472744,19.526949321393246,0.7966260656902965,0,0
422.8163,84.82855299,84.82855299,84.70614493692926,65.19234941114615,19.51379552578311,19.3064739769496,0.8046943929436745,0,0
423.2985,84.75887479,84.75887479,84.64958377033562,65.17255689019585,19.477026880139775,19.088096608594714,0.8123736026011931,0,0
423.7806,84.66548443,84.66548443,84.58046902138825,65.1527757916584,19.427693229729854,18.87181721632859,0.8196087493060285,0,0
424.2627,84.55154529,84.55154529,84.49476234144709,65.13300200883535,19.361760332611738,18.65763580015123,0.8262096533831642,0,0
424.7448,84.41216105,84.41216105,84.39830802318295,65.1132355404162,19.28507248276675,18.445552360062624,0.8324044395163837,0,0
425.2269,84.28354979,84.28354979,84.29502196445134,65.09347638509041,19.201545579360925,18.235566896062785,0.8383479127801936,0,0
425.709,84.1597351,84.1597351,84.1892725159551,65.07372454154748,19.11554797440762,18.027679408151705,0.844222301207553,0,0
426.1912,84.02114547,84.02114547,84.08720659640622,65.0539759137087,19.03323068269752,17.821889896329388,0.8502981321582668,0,0
426.6733,83.92356026,83.92356026,83.99520317244088,65.03423869131589,18.96096448112499,17.618198360595827,0.8568684325197657,0,0
427.1554,83.83945689,83.83945689,83.91555714431732,65.01450877677415,18.90104836754317,17.41660480095103,0.8640533597786223,0,0
427.6375,83.79363186,83.79363186,83.85323866732156,64.99478616877292,18.858452498548644,17.217109217395,0.8721019050262329,0,0
428.1196,83.77415499,83.77415499,83.80975647628854,64.97507086600169,18.834685610286854,17.019711609927725,0.881112097332546,0,0
428.6017,83.71858094,83.71858094,83.77995189260434,64.95536286714996,18.824589025454387,16.824411978549207,0.8908700889029916,0,0
429.0839,83.74131425,83.74131425,83.7614079571908,64.93565808523105,18.825749871959744,16.631210323259456,0.9012829248967957,0,0
429.566,83.7465439,83.7465439,83.75274237246376,64.9159646918011,18.836777680662664,16.440106644058467,0.9123023108362567,0,0
430.0481,83.77156945,83.77156945,83.74629456892666,64.8962785983588,18.850015970567853,16.25110094094623,0.9235699574699089,0,0
430.5302,83.77518362,83.77518362,83.73722981842977,64.87659980359366,18.860630014836104,16.064193213922763,0.9348503940387718,0,0
431.0123,83.75327501,83.75327501,83.72529856960662,64.85692830619516,18.868370263411464,15.879383462988056,0.9461270784761947,0,0
431.4944,83.75195203,83.75195203,83.70419503411136,64.83726410485278,18.866930929258587,15.69667168814211,0.9570752444247734,0,0
431.9766,83.72075083,83.72075083,83.66842229837748,64.81760312166216,18.85081917671532,15.516057889384921,0.9673967566025937,0,0
432.4587,83.67759132,83.67759132,83.61716536488939,64.79795351001319,18.8192118548762,15.337542066716495,0.9770224756123622,0,0
432.9408,83.57525081,83.57525081,83.55122599150266,64.77831119048851,18.772914801014153,15.16112422013683,0.9859661806811999,0,0
433.4229,83.50025253,83.50025253,83.47348285804075,64.75867616177763,18.714806696263125,14.98680434964593,0.9943530883347722,0,0
433.905,83.41498591,83.41498591,83.3810691744775,64.73904842257002,18.64202075190748,14.814582455243787,1.0020057829945852,0,0
434.3871,83.28470752,83.28470752,83.28274394470307,64.71942797155516,18.56331597314791,14.644458536930404,1.0093716698860333,0,0
434.8693,83.17452487,83.17452487,83.18049922883188,64.6998107399012,18.48068848893068,14.476432594705784,1.016547309684122,0,0
435.3514,83.08735166,83.08735166,83.07607424042716,64.68020486285138,18.395869377575778,14.310504628569923,1.0236192351945734,0,0
435.8335,82.94983835,82.94983835,82.9758249728299,64.6606062700625,18.315218702767396,14.146674638522825,1.0309388935473445,0,0
436.3156,82.81157095,82.81157095,82.88049837688354,64.64101496022404,18.239483416659496,13.98494262456449,1.0385542570008768,0,0
436.7977,82.73855522,82.73855522,82.7953488526403,64.62143093202549,18.173917920614812,13.825308586694913,1.0467750803351048,0,0
437.2798,82.66642263,82.66642263,82.71985169826961,64.60185418415632,18.117997514113284,13.667772524914099,1.0555882021513363,0,0
437.762,82.6143942,82.6143942,82.65609908316989,64.5822806568474,18.07381842632249,13.512334439222045,1.0651338508280688,0,0
438.2441,82.56227205,82.56227205,82.59827626090772,64.5627184672149,18.035557793692817,13.358994329618753,1.0750857760825077,0,0
438.7262,82.53007751,82.53007751,82.54572960236898,64.54316355397998,18.002566048389,13.20775219610422,1.085414196761452,0,0
439.2083,82.48319508,82.48319508,82.49532235174132,64.5236159158321,17.971706435909226,13.058608038678447,1.095935810923372,0,0
439.6904,82.4311712,82.4311712,82.44161085648797,64.50407555146077,17.937535305027197,12.911561857341436,1.1063162288205386,0,0
440.1725,82.42817508,82.42817508,82.38435434805712,64.48454245955544,17.899811888501674,12.766613652093188,1.116530426322404,0,0
440.6547,82.3690065,82.3690065,82.31965171645201,64.46501258939993,17.85463912705208,12.623763422933703,1.126321594463774,0,0
441.1368,82.30340136,82.30340136,82.24460792789039,64.44549404000294,17.799113887887444,12.483011169862973,1.1354849554606545,0,0
441.6189,82.20807819,82.20807819,82.15188976487634,64.42598275914013,17.725907005736218,12.344356892881006,1.143521258289409,0,0
442.101,82.10485775,82.10485775,82.0458729279002,64.40647874550102,17.639394182399187,12.207800591987805,1.150673571703828,0,0
442.5831,81.95686666,81.95686666,81.92799937394139,64.38698199777505,17.541017376166337,12.07334226718336,1.157003340929022,0,0
443.0652,81.80062871,81.80062871,81.79701191624608,64.36749251465177,17.429519401594305,11.940981918467674,1.1623955497092218,0,0
443.5474,81.6452176,81.6452176,81.6553132756086,64.34800625445806,17.30730702115055,11.810719545840755,1.1669781814514733,0,0
444.0295,81.49634823,81.49634823,81.50500197156808,64.3285312981147,17.17647067345338,11.682555149302594,1.17086427030025,0,0
444.5116,81.3406425,81.3406425,81.34675047821403,64.3090636024422,17.03768687577184,11.556488728853193,1.1740751722634677,0,0
444.9937,81.15976281,81.15976281,81.18828989640299,64.28960316613,16.898686730273,11.432520284492554,1.17712563630971,0,0
445.4758,81.02490754,81.02490754,81.0320169820748,64.2701499878676,16.761866994207196,11.310649816220678,1.1801775419198333,0,0
445.9579,80.84486801,80.84486801,80.8740376859617,64.2507040663445,16.6233336196172,11.190877324037562,1.1829519467067273,0,0
446.4401,80.72290356,80.72290356,80.72192705878288,64.23126136892094,16.49066568986194,11.073202807943204,1.1859836674895434,0,0
446.9222,80.59033398,80.59033398,80.57930736773025,64.21182995844941,16.367477409280838,10.95762626793761,1.189542077894639,0,0
447.4043,80.43278519,80.43278519,80.44692209605977,64.19240580078535,16.254516295274414,10.844147704020777,1.1936968812701259,0,0
447.8864,80.31976454,80.31976454,80.32770853329414,64.17298889461824,16.1547196386759,10.732767116192704,1.1986826332322669,0,0
448.3685,80.19645356,80.19645356,80.22083030715488,64.15357923863756,16.067251068517322,10.623484504453394,1.204459781955941,0,0
448.8506,80.09839612,80.09839612,80.12143148347721,64.1341768315328,15.987254651944411,10.51629986880284,1.2106815991111959,0,0
449.3328,80.0268264,80.0268264,80.02960748491232,64.1147776496878,15.914829835224523,10.411213209241051,1.2173656684170546,0,0
449.8149,79.87957091,79.87957091,79.94522684228401,64.09538973790626,15.849837104377755,10.308224525768026,1.224511261367279,0,0
450.297,79.79542451,79.79542451,79.86476102163675,64.07600907106882,15.788751950567928,10.207333818383756,1.2318527998734397,0,0
450.7791,79.79072746,79.79072746,79.78868072818464,64.05663564786497,15.73204508031968,10.108541087088248,1.2394286848652811,0,0
451.2612,79.75169315,79.75169315,79.71336841896269,64.03726946698417,15.676098951978517,10.011846331881504,1.2469531723903682,0,0
451.7433,79.68486497,79.68486497,79.63916283175443,64.01791052711593,15.621252304638503,9.917249552763518,1.2544472009438556,0,0
452.2255,79.63997994,79.63997994,79.56447050564132,63.998554813657876,15.565915691983449,9.824750749734296,1.2617761774542255,0,0
452.7076,79.52349161,79.52349161,79.48207409373221,63.979210353384474,15.502863740347735,9.734349922793836,1.268339200193647,0,0
453.1897,79.38855732,79.38855732,79.39524829277111,63.95987313019182,15.435375162579291,9.646047071942135,1.2743812990618777,0,0
453.6718,79.30409168,79.30409168,79.30499250013628,63.94054314276937,15.364449357366908,9.559842197179194,1.2799673636190045,0,0
454.1539,79.21809284,79.21809284,79.21159620256518,63.92122038980662,15.290375812758555,9.475735298505011,1.2851055810803607,0,0
454.636,79.1124257,79.1124257,79.1128235960042,63.901904869993075,15.21091872601113,9.393726375919595,1.289590823573981,0,0
455.1182,78.99906142,78.99906142,79.00768657068875,63.882592577730335,15.125093992958412,9.313815429422942,1.2933186171027788,0,0
455.6003,78.89724246,78.89724246,78.89925748475544,63.86329152178325,15.035965962972185,9.236002459015044,1.2965311383786893,0,0
456.0824,78.76630692,78.76630692,78.79453092538962,63.843997695053545,14.950533230336077,9.160287464695905,1.299821845600263,0,0
456.5645,78.65365063,78.65365063,78.68972950509868,63.82471109623067,14.86501840886801,9.086670446465533,1.302859162979947,0,0
457.0466,78.52932611,78.52932611,78.58399221774661,63.80543172400415,14.77856049374246,9.015151404323923,1.3055586593070176,0,0
457.5287,78.45657937,78.45657937,78.47797449281035,63.78615957706343,14.691814915746917,8.94573033827107,1.307968715242851,0,0
458.0109,78.37127998,78.37127998,78.36675789546808,63.766890658804385,14.599867236663698,8.878407248306974,1.3096397609963168,0,0
458.493,78.24366453,78.24366453,78.24737802432392,63.747632960001795,14.499745064322127,8.813182134431646,1.3102849203579778,0,0
458.9751,78.11175114,78.11175114,78.11808473688359,63.7283824825532,14.389702254330388,8.750054996645076,1.3097217719706122,0,0
459.4572,78.03755382,78.03755382,77.978629634811,63.70913922514809,14.269490409662907,8.68902583494727,1.3079016085318593,0,0
459.9393,77.88569885,77.88569885,77.82413381092086,63.68990318647593,14.134230624444925,8.630094649338222,1.3043486079848172,0,0
460.4214,77.71367948,77.71367948,77.65670302679533,63.67067436522625,13.98602866156908,8.573261439817937,1.2992253644065195,0,0
460.9036,77.50921346,77.50921346,77.47466115363417,63.65144877377925,13.823212379854922,8.518526206386412,1.2923478192512619,0,0
461.3857,77.32188757,77.32188757,77.28044881082278,63.63223438493931,13.648214425883467,8.465888949043649,1.2839160280263293,0,0
461.8678,77.10820463,77.10820463,77.07181674995323,63.61302720959,13.458789540363227,8.415349667789645,1.2736945311818126,0,0
462.3499,76.89665202,76.89665202,76.85744672769432,63.5938272464208,13.263619481273523,8.3669083626244,1.2624854103978789,0,0
462.832,76.66048133,76.66048133,76.64610974951844,63.57463449412121,13.071475255397232,8.320565033547922,1.2511198715799903,0,0
463.3141,76.39845055,76.39845055,76.4403118153962,63.55544895138068,12.884862864015517,8.2763196805602,1.2398452065550136,0,0
463.7963,76.18029561,76.18029561,76.24019116514121,63.53626663955416,12.703924525587055,8.234172303661243,1.2286852609925267,0,0
464.2784,75.96096808,75.96096808,76.05031344038804,63.51709551349502,12.533217926893016,8.194122902851046,1.2180935900940961,0,0
464.7605,75.80016748,75.80016748,75.87753923938443,63.49793159306316,12.379607646321276,8.156171478129611,1.2087573916474423,0,0
465.2426,75.61935246,75.61935246,75.71949192683132,63.47877487694804,12.240717049883287,8.120318029496932,1.2004682881027335,0,0
465.7247,75.50416346,75.50416346,75.5722540135492,63.45962536383915,12.112628649710047,8.08656255695302,1.1928606346622057,0,0
466.2068,75.36349448,75.36349448,75.43259348663844,63.44048305242599,11.99211043421245,8.054905060497866,1.185629213291186,0,0
466.689,75.32478558,75.32478558,75.29923494912617,63.42134397302827,11.877890976097902,8.025345540131475,1.1786579072585093,0,0
467.1711,75.2136637,75.2136637,75.16630688062995,63.40221606256813,11.764090818061817,7.99788399585384,1.1713693093001567,0,0
467.6532,75.07821266,75.07821266,75.0279700767496,63.38309534987188,11.644874726877717,7.972520427664971,1.1631826737767124,0,0
468.1353,74.94739621,74.94739621,74.88135362063322,63.36398183362901,11.517371787004208,7.949254835564862,1.1538081039320238,0,0
468.6174,74.81333161,74.81333161,74.71889937802453,63.344875512529,11.37402386549553,7.928087219553515,1.1424829284243625,0,0
469.0995,74.63057926,74.63057926,74.5414184256414,63.325776385261335,11.215642040380061,7.909017579630927,1.12928221464195,0,0
469.5817,74.42861569,74.42861569,74.34721517455282,63.306680491100835,11.04053468345198,7.892045915797102,1.1140320953486778,0,0
470.0638,74.18530185,74.18530185,74.14173915231679,63.28759574905783,10.85414340325896,7.877172228052032,1.097281971084101,0,0
470.5459,73.95327146,73.95327146,73.92496582785128,63.26851819691535,10.65644763093593,7.8643965163957255,1.0790346522601193,0,0
471.028,73.69849433,73.69849433,73.70390635083592,63.24944783336289,10.454458517473029,7.853718780828185,1.060008807527311,0,0
471.5101,73.43505507,73.43505507,73.48147016160742,63.23038465708994,10.251085504517476,7.8451390213494,1.0405120368768819,0,0
471.9922,73.18462411,73.18462411,73.2665832753897,63.21132866678596,10.055254608603747,7.8386572379593815,1.0214658229455371,0,0
472.4744,72.98655539,72.98655539,73.05629204079669,63.19227591067104,9.864016130125648,7.834273430673596,1.0025865659232873,0,0
472.9565,72.77724849,72.77724849,72.86159132545835,63.17323428986336,9.68835703559499,7.755848811599427,0.9946842042326439,0,0
473.4386,72.61495989,72.61495989,72.67969731467706,63.15419985109283,9.52549746358423,7.680449070515529,0.9875594873384804,0,0
473.9207,72.46968895,72.46968895,72.51029784886143,63.135172593048935,9.375125255812492,7.6078157448710115,0.9812446984776979,0,0
474.4028,72.34669591,72.34669591,72.35563909331387,63.11615251442119,9.23948657889268,7.537729621718596,0.9760360505287351,0,0
474.8849,72.2218455,72.2218455,72.21018730863587,63.097139613899046,9.11304769473682,7.47000576350167,0.9714037925154162,0,0
475.3671,72.0989888,72.0989888,72.07155821350021,63.07812994863809,8.993428264862118,7.404499050119282,0.9671309848702546,0,0
475.8492,71.97603725,71.97603725,71.93866142509549,63.05913140188389,8.8795300232116,7.34110629319094,0.963125459431324,0,0
476.3313,71.82000998,71.82000998,71.80628928500397,63.04014002930346,8.766149255700512,7.279768864634956,0.9588358251342396,0,0
476.8134,71.69391277,71.69391277,71.67136304592584,63.021155829586334,8.65020721633951,7.220471087289,0.9539208129812873,0,0
477.2955,71.61491102,71.61491102,71.53315692682155,63.00217880142195,8.5309781253996,7.163245363243171,0.9482840619680907,0,0
477.7776,71.39366598,71.39366598,71.3941101123397,62.98320894349983,8.410901168839871,7.108151636535786,0.9421785585494507,0,0
478.2598,71.22614734,71.22614734,71.24802063524587,62.96424232190121,8.283778313344655,7.055444515994047,0.9348650650414534,0,0
478.7419,71.09339894,71.09339894,71.09542397569702,62.94528680201864,8.150137173678374,7.005282810584545,0.926362789112297,0,0
479.224,70.89559278,70.89559278,70.93625259932239,62.926338448446515,8.009914150875872,6.957868894533688,0.9166213849776202,0,0
479.7061,70.75051547,70.75051547,70.77295471116939,62.907397259874294,7.865557451295096,6.913468758324859,0.9058742801376846,0,0
480.1882,70.58334782,70.58334782,70.60043471339235,62.88846323499145,7.711971478400898,6.872355937654902,0.8934896786421498,0,0
480.6703,70.41248834,70.41248834,70.42318978055155,62.8695363724875,7.553653408064051,6.834820719665979,0.8799428223080674,0,0
481.1525,70.25774887,70.25774887,70.24021866465421,62.850612747359605,7.3896059172946025,6.801135547526297,0.8650843089662378,0,0
481.6346,70.09385941,70.09385941,70.05144284007429,62.83170020716686,7.219742632907426,6.771506428640718,0.8488838964727674,0,0
482.1167,69.89694595,69.89694595,69.85427107745905,62.81279482542116,7.041476252037889,6.746089889901544,0.8310282108350826,0,0
482.5988,69.65848939,69.65848939,69.65256914369965,62.793896600812,6.858672542887653,6.724997353232041,0.8119766331760999,0,0
483.0809,69.43942222,69.43942222,69.43830177181995,62.77500553202887,6.66329623979108,6.708289095727208,0.7907931404655962,0,0
483.563,69.2188229,69.2188229,69.21346281097655,62.75612161776125,6.457341193215299,6.695961335540418,0.7677410920327368,0,0
484.0452,68.99039668,68.99039668,68.98296509861302,62.73724094191246,6.245724156700561,6.687955740537157,0.743447744470038,0,0
484.5273,68.72813632,68.72813632,68.74272223427174,62.71837133422769,6.024350900044048,6.684165406752391,0.7174791720545658,0,0
485.0094,68.52908525,68.52908525,68.5002260650792,62.6995088771266,5.800717187952607,6.684474853581774,0.6907871330107137,0,0
485.4915,68.26986666,68.26986666,68.25306891766829,62.680653569298684,5.572415348369603,6.688755441866373,0.6631467522205754,0,0
485.9736,68.01772383,68.01772383,68.00506152597819,62.661805409433434,5.343256116544758,6.696907065451938,0.6350719393306178,0,0
486.4557,67.71475957,67.71475957,67.75693751747215,62.642964396220336,5.113973121251817,6.708868931772278,0.6067055143589043,0,0
486.9379,67.46469391,67.46469391,67.51064809834172,62.62412662245903,4.886521475882688,6.7245370086796035,0.5783378812846274,0,0
487.42,67.23783324,67.23783324,67.26490138638357,62.60529990010037,4.659601486283201,6.743836394946554,0.5498683652404134,0,0
487.9021,66.99328811,66.99328811,67.0203064641508,62.58648032046207,4.433826143688734,6.766757969166878,0.5214165597267019,0,0
488.3842,66.77111206,66.77111206,66.77629358834825,62.567667882233565,4.208625706114688,6.793321305858985,0.4929595450776124,0,0
488.8663,66.53841336,66.53841336,66.53204674763562,62.54886258410434,3.983184163531277,6.823580615219469,0.4644439576967619,0,0
489.3484,66.3157864,66.3157864,66.29039630763562,62.530064424763914,3.7603318828717036,6.857604896061059,0.436241169080719,0,0
489.8306,66.05390908,66.05390908,66.0461485835297,62.51126950589847,3.5348790776312313,6.895494282400077,0.4077870770091786,0,0
490.3127,65.8242187,65.8242187,65.80476990732834,62.492485621684125,3.3122842856442105,6.937361482876285,0.37975416618557745,0,0
490.7948,65.55502667,65.55502667,65.5606068617775,62.47370887232675,3.0868979894507476,6.983320416860026,0.35153236543147726,0,0
491.2769,65.31258414,65.31258414,65.31563585283668,62.454939256515814,2.8606965963208637,7.0334871661151315,0.32339319865461963,0,0
491.759,65.06577553,65.06577553,65.06678883655685,62.43617677294082,2.6306120636160344,7.0880032410864615,0.2950342039242933,0,0
492.2411,64.83063233,64.83063233,64.81336454131332,62.41742142029122,2.3959431210221,7.146988244689252,0.26642952809313586,0,0
492.7233,64.548519,64.548519,64.55737099549769,62.39866930913,2.158701686367692,7.2105702378553085,0.2378564905732452,0,0
493.2054,64.2870734,64.2870734,64.29662475431104,62.37992821587815,1.9166965384328876,7.27885828926295,0.20912537186274235,0,0
493.6875,64.04400764,64.04400764,64.03212519721394,62.36119424961987,1.6709309475940728,7.351954579696097,0.18040197448041817,0,0
494.1696,63.75559104,63.75559104,63.76261714798217,62.34246740904469,1.4201497389374822,7.4299420131156095,0.15160552095070884,0,0
494.6517,63.49424356,63.49424356,63.49349399650784,62.32374769284205,1.1697463036657894,7.5128775451062815,0.12336563263462481,0,0
495.1339,63.2216935,63.2216935,63.2215646458573,62.30503121896482,0.9165334268924781,7.600795107541603,0.09538467713164521,0,0
495.616,62.97395845,62.97395845,62.94940762237905,62.286325749052864,0.6630818733261847,7.6937070337605045,0.06797427973033573,0,0
496.0981,62.70070313,62.70070313,62.67566090344475,62.267627399581635,0.4080335038631162,7.791597222052189,0.041027929943700414,0,0
496.5802,62.38862812,62.38862812,62.397526062522886,62.24893616924064,0.14858989328224226,7.8944382581064065,0.01429693179371659,0,0
497.0623,62.10829226,62.10829226,62.12436938399396,62.230252056719344,-0.10588267272538587,8.002187694311333,-0.011244791853049423,0,0
497.5444,61.81704339,61.81704339,61.851580564062616,62.21157506070725,-0.35999449664463157,8.11482214919807,-0.03605107816682584,0,0
498.0266,61.5351784,61.5351784,61.576579100522245,62.19290130801603,-0.6163222074937877,8.232330873517395,-0.06035743347488027,0,0
498.5087,61.26749352,61.26749352,61.2972750960927,62.17423854256624,-0.8769634464735461,8.354716088454675,-0.08434245249486265,0,0
498.9908,61.02633566,61.02633566,61.01608855626596,62.15558288969382,-1.139494333427855,8.482008955193763,-0.1077505715612469,0,0
499.4729,60.73633136,60.73633136,60.72778123381745,62.13693434808825,-1.4091531142708007,8.614253830602024,-0.13105123884400208,0,0
499.955,60.45157112,60.45157112,60.43376497803125,62.11829291643903,-1.6845279384077827,8.751506229389594,-0.15408024640925494,0,0
500.4371,60.16460222,60.16460222,60.135683310381694,62.099658593435635,-1.9639752830539408,8.893840794781767,-0.1766625442163127,0,0
500.9193,59.85196614,59.85196614,59.83647609954809,62.08102751473878,-2.244551415190685,9.041347535324782,-0.19851973731864558,0,0
501.4014,59.60881487,59.60881487,59.53266293241178,62.06240740656933,-2.529744474157546,9.194080142342832,-0.21995087193696963,0,0
501.8835,59.2264463,59.2264463,59.22061566464781,62.043794403113885,-2.8231787384660763,9.352081196972511,-0.2412486065493463,0,0
502.3656,58.9005237,58.9005237,58.901905533464415,62.02518850306191,-3.123282969597497,9.515389037590623,-0.2622515769248294,0,0
502.8477,58.54722787,58.54722787,58.57601863797897,62.00658970510294,-3.430571067123971,9.684019549578643,-0.28298198959384807,0,0
503.3298,58.2254656,58.2254656,58.24514558483088,61.98799800792641,-3.7428524230955276,9.85795775776878,-0.3032436409568607,0,0
503.812,57.88644772,57.88644772,57.91035392140821,61.9694095560323,-4.0590556346240945,10.03718999908526,-0.32294413932896626,0,0
504.2941,57.57060986,57.57060986,57.57594714792667,61.95083205796136,-4.374884910034687,10.221685058004686,-0.3417485543822732,0,0
504.7762,57.26386746,57.26386746,57.24116038211106,61.932261656741034,-4.691101274629972,10.411382937186957,-0.35973632101159914,0,0
505.2583,56.92516529,56.92516529,56.90752620212087,61.91369835106086,-5.006172148939989,10.606227990756423,-0.376811618493967,0,0
505.7404,56.56681214,56.56681214,56.57603009974101,61.895142139610265,-5.319112039869253,10.806164770257169,-0.3929287482366803,0,0
506.2225,56.2320566,56.2320566,56.24625101083287,61.87659302107878,-5.630342010245911,11.01115392112312,-0.40814947294207904,0,0
506.7047,55.90449161,55.90449161,55.92643662002216,61.85804714879581,-5.931610528773653,11.22113401729991,-0.4219187083347119,0,0
507.1868,55.5864749,55.5864749,55.605471960519054,61.83951221364153,-6.234040253122473,11.43608557201269,-0.43507411873098756,0,0
