dataset,angle_deg,fft_um,peak_um,valley_um,hilbert_um,hilbert_r2,h2_h1,h3_h1,outlier_count
sic_10deg,10.0,7.473184999683173,7.489066885847301,7.491895441795338,7.489698365539103,0.9999583353801463,0.015667114278507914,0.19529752576839107,13
sic_15deg,15.0,7.49224363401775,7.463448270339051,7.454861431371982,7.457276324951839,0.9999355366800585,0.01997529631917389,0.21245707583161716,21
